name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Ellixy Thermal wear for Women/Ladies/Girls Winter Thermal Set Poly Cotton top 3/4 Sleeve and Bottom/pajma/Legging Fitting...,sports & fitness,Cycling,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51FGaEqKQML._AC_UL320_.jpg,https://www.amazon.in/Ellixy-Thermal-Legging-Fitting-White-White/dp/B09HV1FYGJ/ref=sr_1_5751?qid=1679217090&s=sports&sr=1-5751,,,₹649,"₹1,999"
Delight Foods Karnataka Spl. Congress Peanuts (Spicy Masala Peanuts)-| Dabeli Peanuts | Sing dana | Hot spicy groundnuts |...,grocery & gourmet foods,Snack Foods,https://m.media-amazon.com/images/I/71tvHiORjEL._AC_UL320_.jpg,https://www.amazon.in/Delight-Foods-Congress-Peanuts-200g/dp/B07HY3JNFS/ref=sr_1_4418?qid=1679216576&s=grocery&sr=1-4418,4.0,116,₹185,₹195
Dr.Flow Omega+ Insulated ThermoSteel Baby Feeding Bottle with Anti-Skid Bumper & Silicone Closing Disc |100% Plastic Free ...,toys & baby products,Nursing & Feeding,https://m.media-amazon.com/images/I/41f2oEvpveS._AC_UL320_.jpg,https://www.amazon.in/Dr-Flow-Insulated-ThermoSteel-Anti-Skid-Silicone/dp/B08YJP88VS/ref=sr_1_2707?qid=1679220289&s=baby&sr=1-2707,3.2,21,,"₹1,025"
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable With Power Delivery & 3A Quick Charge Support, Nylon Bra...",industrial supplies,Industrial & Scientific Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/519IjqKOXiL._AC_UL320_.jpg,https://www.amazon.in/Portronics-Konnect-Delivery-Support-Braided/dp/B085DTN6R2/ref=sr_1_1399?qid=1679222831&s=industrial&sr=1-1399,4.2,"2,485",,
EBOFAB Foldable Shopping Travel Luggage Bag - Storage Case Organizer - Sports- Gym-Outdoor - Vegetable - Grocery - Storage...,bags & luggage,Suitcases & Trolley Bags,https://m.media-amazon.com/images/I/61Ng9l3bZgL._AC_UL320_.jpg,https://www.amazon.in/EBOFAB-Foldable-Shopping-Travel-Luggage/dp/B09TKY49SR/ref=sr_1_897?qid=1679218894&s=luggage&sr=1-897,1.5,2,₹224,₹749
SGI Bedding Flat Sheet with 2 Pillowcovers King Dark Grey Solid 300 Thread Count 100% Egyptian Cotton Soft Wrinkle Free Ea...,home & kitchen,Bedroom Linen,https://m.media-amazon.com/images/I/51JiWvMD6qL._AC_UL320_.jpg,https://www.amazon.in/Pillow-Thread-Egyptian-Cotton-Bedding/dp/B097JQRQFT/ref=sr_1_4500?qid=1679213330&s=kitchen&sr=1-4500,3.9,"1,122","₹2,299","₹4,199"
BATA Men's Ceaze Slipper,stores,Men's Fashion,https://m.media-amazon.com/images/I/71f4kE4-HDS._AC_UL320_.jpg,https://www.amazon.in/Bata-Ceaze-Black-Slipper-8-8716935/dp/B0931TXW4B/ref=sr_1_397?qid=1679150712&s=apparel&sr=1-397,4.1,710,₹377,₹599
Round Neck Half Sleeve BTS Love Printed Tshirt for Kids Boys and Girls,kids' fashion,Kids' Clothing,https://m.media-amazon.com/images/I/41x77n32nHL._AC_UL320_.jpg,https://www.amazon.in/Round-Sleeve-Printed-Tshirt-Girls/dp/B0B317KT88/ref=sr_1_5777?qid=1679220492&s=apparel&sr=1-5777,3.6,22,₹349,₹599
Adidas Men Flat(HG2735_White/Black_L),stores,Men's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71iIafBGuXL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Polyester-Shorts-Hg2735-L-White/dp/B096P63313/ref=sr_1_17575?qid=1679151588&s=apparel&sr=1-17575,4.0,6,"₹1,299","₹1,999"
CERO ® 3D Printed Music Book Stand Hanger Clip (Black PLA Plastic),music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41FPv73JxDL._AC_UL320_.jpg,https://www.amazon.in/CERO-Printed-Music-Hanger-Plastic/dp/B08KP72BYG/ref=sr_1_4448?qid=1679225463&s=musical-instruments&sr=1-4448,4.4,7,₹219,₹999
Inc.5 Womens 300439p.Peach Sandal,women's shoes,Fashion Sandals,https://m.media-amazon.com/images/I/516iGREXzpL._AC_UL320_.jpg,https://www.amazon.in/Inc5-Womens-Flat-Sandals-300439P-PEACH/dp/B09X1LYZ9F/ref=sr_1_6625?qid=1679211710&s=shoes&sr=1-6625,5.0,2,₹876,"₹2,190"
ACCOX Printed Cotton Full Long Sleeves Regular Fit Formal Shirt for Men(GCR211),men's clothing,Shirts,https://m.media-amazon.com/images/I/61607suhByL._AC_UL320_.jpg,https://www.amazon.in/ACCOX-Printed-Sleeves-GCR211_42-Multicolour/dp/B0BSXK8PVT/ref=sr_1_3010?qid=1679140896&s=apparel&sr=1-3010,,,₹599,"₹1,480"
Peora Silver Plated Classic Shape Funny Playing Dice Cufflinks for Men Boys Wedding Business Gift,accessories,Jewellery,https://m.media-amazon.com/images/I/51Rg8HGHBbL._AC_UL320_.jpg,https://www.amazon.in/Peora-Classic-Playing-Cufflinks-Business/dp/B07FLBP2NG/ref=sr_1_5682?qid=1679145341&s=jewelry&sr=1-5682,4.4,3,₹249,"₹1,245"
FUNDAY FASHION Self Design Women Track Suit,sports & fitness,Football,https://m.media-amazon.com/images/I/51OAJVNlhuL._AC_UL320_.jpg,https://www.amazon.in/FUNDAY-FASHION-Design-Women-Track/dp/B09FFN7XSM/ref=sr_1_1845?qid=1679217189&s=sports&sr=1-1845,3.2,24,₹649,"₹1,999"
U.S. POLO ASSN. Windowpane Check Twill Casual Shirt,men's clothing,Shirts,https://m.media-amazon.com/images/I/61Q7bZaVUfL._AC_UL320_.jpg,https://www.amazon.in/U-S-POLO-ASSN-Windowpane-Casual/dp/B0BSXJYXL3/ref=sr_1_1256?qid=1679140815&s=apparel&sr=1-1256,,,,"₹2,699"
Almond Associates Kalmi Safawi Dates (Safawi) 1 Kg,grocery & gourmet foods,Snack Foods,https://m.media-amazon.com/images/I/71re5+ITexL._AC_UL320_.jpg,https://www.amazon.in/Almond-Associates-Kalmi-Safawi-Dates/dp/B0BY4XR6Q2/ref=sr_1_8583?qid=1679216649&s=grocery&sr=1-8583,,,₹530,"₹1,250"
Jockey AW87 Women's Super Combed Cotton Elastane Stretch Slim Fit Leggings with Ultrasoft Waistband,women's clothing,Western Wear,https://m.media-amazon.com/images/I/31ROcDGsyWL._AC_UL320_.jpg,https://www.amazon.in/Jockey-Leggings-Concealed-Elastic-AW87_Black_M/dp/B09MFM357P/ref=sr_1_41?qid=1679153437&s=apparel&sr=1-41,4.3,181,,₹549
Inc.5 Flat Fashion Sandal For Women's,women's shoes,Fashion Sandals,https://m.media-amazon.com/images/I/51z0gpISNfL._AC_UL320_.jpg,https://www.amazon.in/Inc-5-Shoes-Fashion-Sandal-101008_Dark/dp/B09NQ9KHJ3/ref=sr_1_6720?qid=1679211712&s=shoes&sr=1-6720,1.0,1,₹851,"₹1,890"
Aditri Women's Handloom Ajrakh on Chanderi Silk Saree with Running Blouse (Multicolored),stores,The Designer Boutique,https://m.media-amazon.com/images/I/91Rx75eFy+L._AC_UL320_.jpg,https://www.amazon.in/Aditri-Handloom-Chanderi-Running-Multicolored/dp/B0B5646JBX/ref=sr_1_11052?qid=1679212060&s=apparel&sr=1-11052,,,,"₹6,000"
15AK Contact Tip .035'' 0.9mm M6 & Tips Holder Difuser & Shield cup & Torch Neck For MB15 15AK MIG Welding Torch 18pk,industrial supplies,Lab & Scientific,https://m.media-amazon.com/images/I/512f5a+Pj2L._AC_UL320_.jpg,https://www.amazon.in/Contact-Holder-Difuser-Shield-Welding/dp/B0BF1497J9/ref=sr_1_9535?qid=1679223301&s=industrial&sr=1-9535,5.0,1,"₹1,250","₹1,500"
HL GARMENTS KIDS Special Rayon Suit Sharara Set with Umbrella design dress(RED/GREEN),kids' fashion,Kids' Clothing,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/711fSsUsAlL._AC_UL320_.jpg,https://www.amazon.in/HL-GARMENTS-Special-Sharara-Umbrella/dp/B0BTYKH63R/ref=sr_1_10804?qid=1679220547&s=apparel&sr=1-10804,,,₹799,"₹3,000"
Globe Exhausts Dolphin Premium Black For Classic 350/500 BS3/BS4/BS6,car & motorbike,Motorbike Accessories & Parts,https://m.media-amazon.com/images/I/5109HVhUM2L._AC_UL320_.jpg,https://www.amazon.in/Globe-Auto-Parts-Dolphin-Premium/dp/B08K4PXRSJ/ref=sr_1_6299?qid=1679221800&s=automotive&sr=1-6299,4.1,116,"₹3,250","₹4,800"
"Walkfree Women Bellies, Ideal for Women (AM-6128-White-41)",women's shoes,Ballerinas,https://m.media-amazon.com/images/I/51X7q-uZZQL._AC_UL320_.jpg,https://www.amazon.in/Walkfree-Women-Bellies-Ideal-AM-6128-White-41/dp/B0B51MZ5BK/ref=sr_1_5701?qid=1679211883&s=shoes&sr=1-5701,,,₹799,₹999
SriSaras Women's Loose Fit Palazzos,women's clothing,Clothing,https://m.media-amazon.com/images/I/61XrGVbJsjL._AC_UL320_.jpg,https://www.amazon.in/SriSaras-Womens-Rayon-Embroidered-Palazzo/dp/B08CKV1ZZX/ref=sr_1_12625?qid=1679153197&s=apparel&sr=1-12625,4.0,68,₹549,₹999
J.P Men Synthetic Black Loafer/Moccasin for Casual and Formal Use,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/51mqQ0CwxwL._AC_UL320_.jpg,https://www.amazon.in/J-P-Synthetic-Loafer-Moccasin-Casual/dp/B0B7RXWY9L/ref=sr_1_18520?qid=1679149297&s=shoes&sr=1-18520,,,₹699,₹899
BOJACK TMP36 Temperature Sensors 3 Pin TMP36GZ High Precision Celsius Temperature Sensor (Pack of 5 Pcs),industrial supplies,"Test, Measure & Inspect",https://m.media-amazon.com/images/I/61ml-+4t1TL._AC_UL320_.jpg,https://www.amazon.in/BOJACK-Temperature-Sensors-TMP36GZ-Precision/dp/B08BFY91ZW/ref=sr_1_7564?qid=1679223123&s=industrial&sr=1-7564,4.7,32,,"₹2,810"
Indian-Shelf 2 Piece Turquoise Knobs -Ceramic Cupboard Knobs Handles - Star Door Handle - 5.08 cm Drawer Pulls,home & kitchen,Home Improvement,https://m.media-amazon.com/images/I/51MalY9yVwL._AC_UL320_.jpg,https://www.amazon.in/Indian-Shelf-Ceramic-Handcrafted-Kitchen-Furniture/dp/B088Q259SC/ref=sr_1_8526?qid=1679214256&s=kitchen&sr=1-8526,4.2,89,₹239,₹576
SC Decor Home Floor/Office Soft Cotton Filling Chair Rectangular Cushion Pad/Seat Pad in Plain 16 X 48 inch or 40 X 121 cm...,home & kitchen,Furniture,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41TZD0O2ErS._AC_UL320_.jpg,https://www.amazon.in/Office-Filling-Chair-Rectangular-Cushion/dp/B09D42HM1X/ref=sr_1_6439?qid=1679213011&s=kitchen&sr=1-6439,3.0,36,₹280,"₹1,299"
Boss Saya Analog Gray Dial Women's Watch-1502668,accessories,Watches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/817YWkhMA5L._AC_UL320_.jpg,https://www.amazon.in/Boss-Saya-Analog-Womens-Watch-1502668/dp/B0B8TYW98X/ref=sr_1_18400?qid=1679156278&s=watches&sr=1-18400,,,,"₹20,925"
ZAVERI PEARLS Gold Tone Multistrand Cluster Pearls Choker Necklace & Earring Set For Women-ZPFK13674,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/I/61J+9qK6-aL._AC_UL320_.jpg,https://www.amazon.in/Multistrand-Cluster-Necklace-Earring-Women-ZPFK13674/dp/B0B1HX326H/ref=sr_1_19038?qid=1679160609&s=jewelry&sr=1-19038,,,₹519,"₹2,995"
PUMA Mens Pacer Future Street Plus Lace Up Sneakers Shoes Casual - Green,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/51-hjp+E1GL._AC_UL320_.jpg,https://www.amazon.in/Pacer-Future-Street-Sneakers-Casual/dp/B0BVSPRX7S/ref=sr_1_15305?qid=1679149177&s=shoes&sr=1-15305,,,,"₹17,098.29"
Positivity Sports RR IPL Jersey 2022-23and DC IPL Jersey 2022-23,men's clothing,T-shirts & Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/612YIaquXbL._AC_UL320_.jpg,https://www.amazon.in/Positivity-Sports-2022-23and-2022-23-Multicolour/dp/B0BSCYXXBB/ref=sr_1_14911?qid=1679140556&s=apparel&sr=1-14911,,,₹519,₹999
blackberrys Black. Urban Shirt,men's clothing,Shirts,https://m.media-amazon.com/images/I/71JqZklVsSL._AC_UL320_.jpg,https://www.amazon.in/blackberrys-Shirt-US-SO-610/dp/B09P3QDZJG/ref=sr_1_18719?qid=1679141621&s=apparel&sr=1-18719,2.5,2,₹779,"₹1,795"
Shopnet Wireless Bluetooth Speaker TG113 For Vivo iQOO Z3 / Vivo iQOO Z 3 Ultra Boost Bass with DJ Sound Portable Home Spe...,"tv, audio & cameras",Speakers,https://m.media-amazon.com/images/I/51uEPldT42L._AC_UL320_.jpg,https://www.amazon.in/Shopnet-Bluetooth-Speaker-Supported-Waterproof/dp/B0BY8TBW4N/ref=sr_1_7372?qid=1679129753&s=electronics&sr=1-7372,,,₹999,"₹1,599"
"Prabhat Regular Home Taste Cup Dahi, 400 g",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61iYagV6gDL._AC_UL320_.jpg,https://www.amazon.in/Prabhat-Regular-Home-Taste-Dahi/dp/B08BCY98VK/ref=sr_1_4799_f3_0g_fs?qid=1679216252&s=grocery&sr=1-4799,4.2,241,₹40,₹75
"AirSound M6 Pro Bluetooth V5.0 Wireless Headset | Flexible Microphone, for Conference Calls, 11 Hr Talk Time, CVC 8.0 Nois...","tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/61x53KoNk+L._AC_UL320_.jpg,https://www.amazon.in/AirSound-Bluetooth-Microphone-Conference-Noise-Cancelling/dp/B08R91XFZ9/ref=sr_1_2390?qid=1679128834&s=electronics&sr=1-2390,3.5,131,"₹1,950","₹3,999"
SHIRT THEORY Check Cotton Full Sleeves Casual Shirt for Men II Premium Cotton Shirt II Stylish Shirt for Men II Latest Men...,men's clothing,Shirts,https://m.media-amazon.com/images/I/51nH4rZ7t9L._AC_UL320_.jpg,https://www.amazon.in/SHIRT-THEORY-Sleeves-Premium-Stylish/dp/B09H2VGW5P/ref=sr_1_4807?qid=1679140976&s=apparel&sr=1-4807,4.3,10,₹999,"₹1,999"
"Baby cry Soft Cotton Ear Flap Caps with Tie Knot for Baby Boys and Girls (6-12 Months, Pack of 4)",kids' fashion,Kids' Clothing,https://m.media-amazon.com/images/I/61k58F6WwyL._AC_UL320_.jpg,https://www.amazon.in/Baby-Soft-Cotton-Girls-Months/dp/B09VSTHQM3/ref=sr_1_18249?qid=1679220639&s=apparel&sr=1-18249,3.7,23,₹499,₹799
PROJEKT MOTORRAD® Motorcycle Helmet Cover/Helmet Bag (Fits All Helmet Sizes),car & motorbike,All Car & Motorbike Products,https://m.media-amazon.com/images/I/71BWmTSSIdL._AC_UL320_.jpg,https://www.amazon.in/PROJEKT-MOTORRAD%C2%AE-Motorcycle-Helmet-Cover/dp/B09T3WYYMN/ref=sr_1_6475?qid=1679222755&s=automotive&sr=1-6475,4.3,18,₹599,₹800
"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio ke...",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/61ZOa9aqbYL._AC_UL320_.jpg,https://www.amazon.in/Tata-Sampann-Cranberries-Hand-picked-Parameters/dp/B0BQCKZZKM/ref=sr_1_4155?qid=1679216241&s=grocery&sr=1-4155,4.0,6,₹271,₹285
Pepe Mens Printed Casual Shirt,men's clothing,Shirts,https://m.media-amazon.com/images/I/61-OJxwaRdL._AC_UL320_.jpg,https://www.amazon.in/Pepe-Jeans-Printed-Regular-PM305985_White_Medium/dp/B07M93LPCV/ref=sr_1_1997?qid=1679140850&s=apparel&sr=1-1997,3.5,27,,
"Patanjali Aloevera Fibre Juice, 1L",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51fM1eKp62L._AC_UL320_.jpg,https://www.amazon.in/Patanjali-Aloevera-Fibre-Juice-1L/dp/B01C8QI6VS/ref=sr_1_6499?qid=1679216276&s=grocery&sr=1-6499,4.2,537,₹209,₹210
AONES Pack of 2 Silicone & Metal Chain Belt Watch Strap Compatible for Zebronics Zeb-Fit280ch Watch Band Black,kids' fashion,Kids' Watches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61VNDEI5GvL._AC_UL320_.jpg,https://www.amazon.in/AONES-Silicone-Compatible-Zebronics-Zeb-Fit280ch/dp/B0BWW5V5KS/ref=sr_1_4082?qid=1679221085&s=watches&sr=1-4082,,,₹599,₹990
Power Mens N Walk Zoom E Platform,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/91FTPmRb5EL._AC_UL320_.jpg,https://www.amazon.in/Power-MenN-Shoes-Color-8595141/dp/B0BN17N18P/ref=sr_1_14549?qid=1679147708&s=shoes&sr=1-14549,,,"₹1,407","₹2,199"
Gubbarey Men Analog/Digital Watch - for Boys and Girls (Red-Sports),kids' fashion,Kids' Watches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61HdJsMo-RL._AC_UL320_.jpg,https://www.amazon.in/Gubbarey-Men-Analog-Digital-Watch/dp/B08QMKWFHR/ref=sr_1_760?qid=1679221051&s=watches&sr=1-760,5.0,1,₹349,"₹1,199"
Godox WC26 Battery Charger for Godox AD600 Pro,"tv, audio & cameras",Camera Accessories,https://m.media-amazon.com/images/I/61k2-vSJh9L._AC_UL320_.jpg,https://www.amazon.in/Godox-C26-Battery-Charger-AD600/dp/B07V58126W/ref=sr_1_7682?qid=1679132988&s=electronics&sr=1-7682,4.8,7,,"₹3,990"
Gifts Island® Set of 5 Cream & Beige Polyester Silk Gold-Tone Striped Square Cushion Covers 16 inch x 16 inch (40.64 x 40....,home & kitchen,Home Furnishing,https://m.media-amazon.com/images/I/71o6t0udzAL._AC_UL320_.jpg,https://www.amazon.in/Gifts-Island%C2%AE-Polyester-Gold-Tone-Striped/dp/B0B9R81DTV/ref=sr_1_2676?qid=1679213123&s=kitchen&sr=1-2676,4.2,44,₹599,₹999
OOBANI Men's Cotton Crew Neck Sweatshirt,sports & fitness,Cricket,https://m.media-amazon.com/images/I/61-p6M6qW-L._AC_UL320_.jpg,https://www.amazon.in/OOBANI-BLACK-Solid-Regular-Sweatshirt/dp/B09GS4RZQX/ref=sr_1_7450?qid=1679216796&s=sports&sr=1-7450,3.7,26,₹499,"₹1,499"
Mitutoyo 103-139 outside micrometers series-103 metric 50-75 mm,industrial supplies,"Test, Measure & Inspect",https://m.media-amazon.com/images/I/71yqqxkFBML._AC_UL320_.jpg,https://www.amazon.in/MITUTOYO-103-139-OUTSIDE-MICROMETERS-METRIC/dp/B003UATB84/ref=sr_1_1119?qid=1679222970&s=industrial&sr=1-1119,4.8,24,"₹3,800","₹4,100"
Lappen Fashion Men’s Cotton Polo T-Shirt | Half Sleeve with Collar | with Button | Regular Slim Fit Plain Solid Tshirts | ...,men's clothing,T-shirts & Polos,https://m.media-amazon.com/images/I/71XboLAeQ-L._AC_UL320_.jpg,https://www.amazon.in/Lappen-Fashion-T-Shirt-Regular-Tshirts/dp/B0BSXLQX8J/ref=sr_1_12137?qid=1679140425&s=apparel&sr=1-12137,4.0,4,₹689,₹989
VCART Plastic Super Sticky Lint Remover Roller | Cloth Dust Remover Roller | Reusable and Washable Super Sticky Power lint...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/51YrIqfk4uL._AC_UL320_.jpg,https://www.amazon.in/VCART-Reusable-Washable-Silicone-Cleaning/dp/B09PBNBH58/ref=sr_1_7290?qid=1679214896&s=pet-supplies&sr=1-7290,2.1,9,₹188,₹299
"Khaitan ORFin Quartz Room Heater with Overheating Protection (2116,800 Watts)",appliances,Heating & Cooling Appliances,https://m.media-amazon.com/images/I/61HdMmyK0zL._AC_UL320_.jpg,https://www.amazon.in/Khaitan-ORFin-Quartz-Overheating-Protection/dp/B0BQYVGS6L/ref=sr_1_5760?qid=1679135368&s=kitchen&sr=1-5760,2.5,6,,
"Huggies Complete Comfort Wonder Pants,Large (L) Size Baby Diaper Pants,(64 count) (9-14Kg) with 5 in 1 Comfort",toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61iPfz6I7hL._AC_UL320_.jpg,https://www.amazon.in/Huggies-Wonder-Pants-Diapers-Large/dp/B07M8HBFLK/ref=sr_1_120?qid=1679219574&s=baby&sr=1-120,4.2,"215,914",₹881,"₹1,399"
"EZVIZ Security Camera Outdoor 2MP, 360° Rotation View, Pan/Tilt/Zoom with APP, Waterproof, (C8C) Compatible with J.K.Visio...","tv, audio & cameras",Cameras,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51NInsULqtL._AC_UL320_.jpg,https://www.amazon.in/EZVIZ-Waterproof-C8C-Compatible-J-K-Vision/dp/B08QHWJ4YR/ref=sr_1_9509?qid=1679130467&s=electronics&sr=1-9509,4.1,213,"₹6,727.76","₹13,000"
Marc Loire Women's Open Toe Texture Pattern Block Heel Fashion Sandals,women's shoes,Fashion Sandals,https://m.media-amazon.com/images/I/61bcB+cf2sL._AC_UL320_.jpg,https://www.amazon.in/Marc-Loire-Texture-Pattern-numeric_4/dp/B09X7V9GCK/ref=sr_1_9150?qid=1679211736&s=shoes&sr=1-9150,4.6,3,"₹1,097","₹2,495"
UJEAVETTE Campsite Storage Strap Tent Lanyard Hanging Rope for Camping Black 5 Loops,bags & luggage,Rucksacks,https://m.media-amazon.com/images/I/41+5jHB-EVL._AC_UL320_.jpg,https://www.amazon.in/UJEAVETTE-Campsite-Storage-Lanyard-Hanging/dp/B0BJTM8BSK/ref=sr_1_2299?qid=1679218735&s=luggage&sr=1-2299,,,₹850,"₹1,714"
"Zofey Waterproof Flex Tape,Seal Repair Tape, Super Strong Adhesive Sealant Tape to Stop Leakage of Kitchen Sink/toilet Tu...",home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71oHNqMj3IS._AC_UL320_.jpg,https://www.amazon.in/Zofey-Waterproof-Adhesive-Sealant-Leakage/dp/B09FGTDKKL/ref=sr_1_5943?qid=1679214379&s=kitchen&sr=1-5943,3.8,37,₹299,"₹1,699"
Pets EmpireRecovery Pet Cone Elizabethan Collar-Dog Puppy Cat Rabbit Pet Remedy Wound Healing Recovery Collar Protective A...,pet supplies,Dog supplies,https://m.media-amazon.com/images/I/519BuWVoYWL._AC_UL320_.jpg,https://www.amazon.in/Pets-Empire-Elizabethan-Collar-Large/dp/B06XJMK6NP/ref=sr_1_1031?qid=1679214790&s=pet-supplies&sr=1-1031,3.8,455,₹299,₹425
Alpha Nemesis Casual School Backpack/College Bag For Kids Made With Waterproof polyester 15 Ltrs Royal Blue Casual Backpack,kids' fashion,School Bags,https://m.media-amazon.com/images/I/81lzsAmHotL._AC_UL320_.jpg,https://www.amazon.in/Alpha-Nemesis-Casual-Backpack-Sage/dp/B08F39LXGQ/ref=sr_1_18331?qid=1679221036&s=luggage&sr=1-18331,,,₹449,"₹1,000"
"Voroly Plastic Aluminium Emergency Camping Light With Usb Ports, 1 Light, 1 Cable, 3 Li-ion Battery, Pack of 1, Yellow",home & kitchen,Indoor Lighting,https://m.media-amazon.com/images/I/61RXrYCrmRL._AC_UL320_.jpg,https://www.amazon.in/Voroly-Rechargeable-Emergency-Camping-Devices/dp/B0821H5T93/ref=sr_1_652?qid=1679213957&s=kitchen&sr=1-652,4.0,959,"₹1,320","₹1,999"
TIMEX TWEG18902,stores,Men's Fashion,https://m.media-amazon.com/images/I/61BLHnr-haL._AC_UL320_.jpg,https://www.amazon.in/Timex-Analog-Blue-Dial-Watch-TWEG18902/dp/B083JXS2YW/ref=sr_1_13717?qid=1679151344&s=apparel&sr=1-13717,4.0,29,"₹2,899","₹4,145"
Clarks Un LipariStep2 Black Leather,men's shoes,Formal Shoes,https://m.media-amazon.com/images/I/819-EZKWu0L._AC_UL320_.jpg,https://www.amazon.in/Clarks-Un-LipariStep2-Black-Leather/dp/B0B3JKSDGF/ref=sr_1_3708?qid=1679148026&s=shoes&sr=1-3708,4.5,2,"₹4,000","₹7,999"
tribhuvan Art.Yoga and Exercise mat of6mm (Wine) Yoga Mat with Yoga Mat Carry Strap 100% Eco Friendly,sports & fitness,Fitness Accessories,https://m.media-amazon.com/images/I/31999Sw+69L._AC_UL320_.jpg,https://www.amazon.in/tribhuvan-Art-Yoga-Exercise-of6mm-Friendly/dp/B0BPPZ5FGL/ref=sr_1_7913?qid=1679217800&s=sports&sr=1-7913,,,₹350,₹599
WiFi Collection.Yoga and Exercise mat of 8mm (Light Coffee) Yoga Mat with Yoga Mat Carry Strap 100% Eco Friendly,sports & fitness,Fitness Accessories,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41Ojb5l559L._AC_UL320_.jpg,https://www.amazon.in/Collection-Yoga-Exercise-Light-Coffee-Friendly/dp/B0BQM35211/ref=sr_1_7661?qid=1679217795&s=sports&sr=1-7661,,,,
